orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,orgunitlevel6,organisationunitid,organisationunitname,organisationunitcode,periodid,periodname,periodcode,NUT_10-19 Screened for Nutrition - Normal,NUT_10-19 Screened for Nutrition - Underweight,NUT_10-19 Screened for Nutrition-Obese,NUT_10-19 Screened for Nutrition-Overweight,NUT_10-19 Screened for Nutrition-Very Obese,NUT_Children 24 - 59 Months Dewormed,NUT_Children 6-59 Months Received Vitamin A by Dose,NUT_Children 6-59 Months received Vitamin A by Age,NUT_Children < 5 years Screened for Acute Malnutrition,NUT_Children <2 Years Weighted during GMP Session,NUT_Children <5 Years Screened with MAM,NUT_Children <5 Years Screened with SAM,NUT_Children Exit MAM Treatment,NUT_Children Exit SAM Treatment (OTP),NUT_Children With MAM Admitted to OTP,NUT_Children With SAM Admitted To OTP,NUT_Children with SAM Admitted to SC,NUT_Live Births Weighed,NUT_MAM at Beginning of the Month,"NUT_Modere Malnutrition, By Age (Between -2 And -3)",NUT_NUT_SC_Children Defaulted,NUT_Newborns < 2500 gm,NUT_PLW Screened for Acute Malnutrition By MUAC Status,NUT_PLW screened for acute malnutrition By status,NUT_Pregnant Women De-Wormed,NUT_Pregnant Women Received IFA - 90+,NUT_SAM at Beginning SC of The Month,NUT_SAM at Beginning of the Month,NUT_SC_Children Cured,NUT_SC_Children Died,NUT_SC_Children Exit SAM Treatment (SC),NUT_SC_Children Non-Respondent,NUT_SC_Children Stabilized,NUT_SC_Children Transferred Out,"NUT_Severe Malnutrition, By Age (Z-Score Below (-3)",Latitude,Longitude,eth_year,eth_month,greg_date,greg_year,greg_month,greg_day,greg_month_name,period_start_gc,period_end_gc,period_ec,period_gc
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201309,Ginbot 2013,201309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2013,9,5/9/2021,2021,5,9,May,5/9/2021,5/31/2021,2013-09,2021-05
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201310,Sene 2013,201310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2013,10,6/8/2021,2021,6,8,June,6/8/2021,6/30/2021,2013-10,2021-06
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201311,Hamle 2013,201311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2013,11,7/8/2021,2021,7,8,July,7/8/2021,7/31/2021,2013-11,2021-07
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201312,Nehase 2013,201312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2013,12,8/7/2021,2021,8,7,August,8/7/2021,8/31/2021,2013-12,2021-08
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201401,Meskerem 2014,201401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2014,1,9/11/2021,2021,9,11,September,9/11/2021,9/30/2021,2014-01,2021-09
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201402,Tikemet 2014,201402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2014,2,10/11/2021,2021,10,11,October,10/11/2021,10/31/2021,2014-02,2021-10
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201403,Hidar 2014,201403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2014,3,11/10/2021,2021,11,10,November,11/10/2021,11/30/2021,2014-03,2021-11
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201404,Tahesas 2014,201404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2014,4,12/10/2021,2021,12,10,December,12/10/2021,12/31/2021,2014-04,2021-12
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201405,Tir 2014,201405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2014,5,1/9/2022,2022,1,9,January,1/9/2022,1/31/2022,2014-05,2022-01
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201406,Yekatit 2014,201406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2014,6,2/8/2022,2022,2,8,February,2/8/2022,2/28/2022,2014-06,2022-02
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201407,Megabit 2014,201407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2014,7,3/10/2022,2022,3,10,March,3/10/2022,3/31/2022,2014-07,2022-03
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201408,Miazia 2014,201408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2014,8,4/9/2022,2022,4,9,April,4/9/2022,4/30/2022,2014-08,2022-04
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201409,Ginbot 2014,201409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2014,9,5/9/2022,2022,5,9,May,5/9/2022,5/31/2022,2014-09,2022-05
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201410,Sene 2014,201410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2014,10,6/8/2022,2022,6,8,June,6/8/2022,6/30/2022,2014-10,2022-06
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201411,Hamle 2014,201411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3932229,42.6019008,2014,11,7/8/2022,2022,7,8,July,7/8/2022,7/31/2022,2014-11,2022-07
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201412,Nehase 2014,201412,0,0,0,0,0,13,9,9,70,0,17,17,0,0,0,0,,0,0,0,,0,23,23,2,17,,0,,,,,,,0,7.3932229,42.6019008,2014,12,8/7/2022,2022,8,7,August,8/7/2022,8/31/2022,2014-12,2022-08
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201501,Meskerem 2015,201501,0,0,0,0,0,11,17,17,85,0,27,11,0,0,0,0,,0,0,0,,0,17,17,2,9,,0,,,,,,,0,7.3932229,42.6019008,2015,1,9/11/2022,2022,9,11,September,9/11/2022,9/30/2022,2015-01,2022-09
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201502,Tikemet 2015,201502,0,0,0,0,0,5,5,5,50,0,9,3,0,0,0,0,,0,0,0,,0,0,0,1,3,,0,,,,,,,0,7.3932229,42.6019008,2015,2,10/11/2022,2022,10,11,October,10/11/2022,10/31/2022,2015-02,2022-10
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201503,Hidar 2015,201503,0,0,0,0,0,9,11,11,50,0,11,3,0,0,0,0,,0,0,0,,0,17,17,3,13,,0,,,,,,,0,7.3932229,42.6019008,2015,3,11/10/2022,2022,11,10,November,11/10/2022,11/30/2022,2015-03,2022-11
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201504,Tahesas 2015,201504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,,,,,,,0,7.3932229,42.6019008,2015,4,12/10/2022,2022,12,10,December,12/10/2022,12/31/2022,2015-04,2022-12
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201505,Tir 2015,201505,0,0,0,0,0,16,11,11,32,0,14,10,0,5,0,0,,0,0,0,,0,17,17,3,13,,20,,,,,,,0,7.3932229,42.6019008,2015,5,1/9/2023,2023,1,9,January,1/9/2023,1/31/2023,2015-05,2023-01
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201506,Yekatit 2015,201506,0,0,0,0,0,15,17,17,15,0,5,3,2,0,5,0,,0,9,0,,0,17,17,9,17,,9,,,,,,,0,7.3932229,42.6019008,2015,6,2/8/2023,2023,2,8,February,2/8/2023,2/28/2023,2015-06,2023-02
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201507,Megabit 2015,201507,0,0,0,0,0,16,17,17,84,0,26,15,0,3,12,0,,0,22,0,,0,63,63,0,15,,20,,,,,,,0,7.3932229,42.6019008,2015,7,3/10/2023,2023,3,10,March,3/10/2023,3/31/2023,2015-07,2023-03
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201508,Miazia 2015,201508,0,0,0,0,0,27,31,31,60,0,7,3,0,6,6,0,,0,5,0,,0,26,26,16,25,,8,,,,,,,0,7.3932229,42.6019008,2015,8,4/9/2023,2023,4,9,April,4/9/2023,4/30/2023,2015-08,2023-04
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201509,Ginbot 2015,201509,0,0,0,0,0,17,10,10,34,0,10,3,0,0,10,0,,2,15,0,,1,15,15,0,15,,12,,,,,,,0,7.3932229,42.6019008,2015,9,5/9/2023,2023,5,9,May,5/9/2023,5/31/2023,2015-09,2023-05
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201510,Sene 2015,201510,0,0,0,0,0,17,15,15,30,0,7,3,0,0,0,0,,5,15,0,,0,0,0,0,16,,14,,,,,,,0,7.3932229,42.6019008,2015,10,6/8/2023,2023,6,8,June,6/8/2023,6/30/2023,2015-10,2023-06
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201511,Hamle 2015,201511,0,0,0,0,0,16,17,17,36,0,7,2,0,0,0,0,,0,0,0,,0,0,0,2,17,,15,,,,,,,0,7.3932229,42.6019008,2015,11,7/8/2023,2023,7,8,July,7/8/2023,7/31/2023,2015-11,2023-07
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201512,Nehase 2015,201512,0,0,0,0,0,14,16,16,17,0,3,2,0,0,0,0,,0,0,0,,0,0,0,3,17,,8,,,,,,,0,7.3932229,42.6019008,2015,12,8/7/2023,2023,8,7,August,8/7/2023,8/31/2023,2015-12,2023-08
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201601,Meskerem 2016,201601,0,0,0,0,0,15,17,17,54,0,24,5,0,0,0,0,,0,30,0,,0,74,74,0,15,,34,,,,,,,0,7.3932229,42.6019008,2016,1,9/12/2023,2023,9,12,September,9/12/2023,9/30/2023,2016-01,2023-09
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201602,Tikemet 2016,201602,0,0,0,0,0,7,12,12,4,0,2,2,0,0,0,0,,0,2,0,,0,0,0,2,11,,4,,,,,,,0,7.3932229,42.6019008,2016,2,10/12/2023,2023,10,12,October,10/12/2023,10/31/2023,2016-02,2023-10
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201603,Hidar 2016,201603,,,,,,,,,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,7.3932229,42.6019008,2016,3,11/11/2023,2023,11,11,November,11/11/2023,11/30/2023,2016-03,2023-11
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201604,Tahesas 2016,201604,0,0,0,0,0,0,0,0,13,0,2,3,0,0,0,0,,0,9,0,,0,0,0,0,8,,8,,,,,,,0,7.3932229,42.6019008,2016,4,12/11/2023,2023,12,11,December,12/11/2023,12/31/2023,2016-04,2023-12
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201605,Tir 2016,201605,0,0,0,0,0,11,9,9,49,0,5,5,0,0,0,0,,0,12,0,,0,0,0,3,5,,20,,,,,,,0,7.3932229,42.6019008,2016,5,1/10/2024,2024,1,10,January,1/10/2024,1/31/2024,2016-05,2024-01
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201606,Yekatit 2016,201606,0,0,0,0,0,25,58,58,312,0,77,17,4,4,12,0,,0,24,0,,0,44,44,5,36,,23,,,,,,,0,7.3932229,42.6019008,2016,6,2/9/2024,2024,2,9,February,2/9/2024,2/29/2024,2016-06,2024-02
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201607,Megabit 2016,201607,,,,,,,,,312,,,,,,,,,,,,,,44,,,,,,,,,,,,,7.3932229,42.6019008,2016,7,3/10/2024,2024,3,10,March,3/10/2024,3/31/2024,2016-07,2024-03
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201608,Miazia 2016,201608,0,0,0,0,0,14,26,26,39,0,9,7,0,5,0,0,,0,20,0,,0,27,27,4,13,,34,,,,,,,0,7.3932229,42.6019008,2016,8,4/9/2024,2024,4,9,April,4/9/2024,4/30/2024,2016-08,2024-04
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201609,Ginbot 2016,201609,,,,,,,,,39,,,,,,,,,,,,,,27,,,,,,,,,,,,,7.3932229,42.6019008,2016,9,5/9/2024,2024,5,9,May,5/9/2024,5/31/2024,2016-09,2024-05
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201610,Sene 2016,201610,,,,,,,,,39,,,,,,,,,,,,,,27,,,,,,,,,,,,,7.3932229,42.6019008,2016,10,6/8/2024,2024,6,8,June,6/8/2024,6/30/2024,2016-10,2024-06
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201611,Hamle 2016,201611,,,,,,0,0,0,15,0,4,0,0,0,0,4,,0,0,0,,0,0,0,0,0,,4,,,,,,,0,7.3932229,42.6019008,2016,11,7/8/2024,2024,7,8,July,7/8/2024,7/31/2024,2016-11,2024-07
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201612,Nehase 2016,201612,0,0,0,0,0,33,26,26,68,0,11,7,0,0,0,10,,0,14,0,,0,26,26,8,17,,12,,,,,,,0,7.3932229,42.6019008,2016,12,8/7/2024,2024,8,7,August,8/7/2024,8/31/2024,2016-12,2024-08
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201701,Meskerem 2017,201701,,,,,,0,0,0,26,0,4,0,0,0,0,4,,0,0,0,,0,0,0,0,0,,4,,,,,,,0,7.3932229,42.6019008,2017,1,9/11/2024,2024,9,11,September,9/11/2024,9/30/2024,2017-01,2024-09
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201702,Tikemet 2017,201702,,,,,,0,0,0,13,0,8,0,0,0,0,8,,0,0,0,,0,0,0,0,0,,8,,,,,,,0,7.3932229,42.6019008,2017,2,10/11/2024,2024,10,11,October,10/11/2024,10/31/2024,2017-02,2024-10
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201703,Hidar 2017,201703,,,,,,0,0,0,12,0,7,0,0,0,0,7,,0,0,0,,0,0,0,0,0,,7,,,,,,,0,7.3932229,42.6019008,2017,3,11/10/2024,2024,11,10,November,11/10/2024,11/30/2024,2017-03,2024-11
Federal Ministry Of Health,Somali Region,Afder Zone,West Imay Woreda,West- Emay_PHCU,Barmil HP,knA1W3Vyo2D,Barmil HP,Barmil HP,201704,Tahesas 2017,201704,0,0,0,0,0,0,0,0,23,0,10,6,0,0,0,6,,0,0,0,,0,0,0,0,0,,6,,,,,,,0,7.3932229,42.6019008,2017,4,12/10/2024,2024,12,10,December,12/10/2024,12/31/2024,2017-04,2024-12
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201105,Tir 2011,201105,,,,,,0,90,90,,22,,,,,,,,0,,0,,0,15,,0,12,,,,,,,,,0,13.1762401,38.1565785,2011,5,1/9/2019,2019,1,9,January,1/9/2019,1/31/2019,2011-05,2019-01
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201106,Yekatit 2011,201106,,,,,,0,0,0,,35,,,,,,,,0,,0,,0,0,,0,18,,,,,,,,,0,13.1762401,38.1565785,2011,6,2/8/2019,2019,2,8,February,2/8/2019,2/28/2019,2011-06,2019-02
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201107,Megabit 2011,201107,,,,,,0,160,160,,93,,,,,,,,0,,9,,0,25,,0,13,,,,,,,,,6,13.1762401,38.1565785,2011,7,3/10/2019,2019,3,10,March,3/10/2019,3/31/2019,2011-07,2019-03
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201108,Miazia 2011,201108,,,,,,0,160,160,,93,,,,,,,,0,,8,,0,25,,0,0,,,,,,,,,0,13.1762401,38.1565785,2011,8,4/9/2019,2019,4,9,April,4/9/2019,4/30/2019,2011-08,2019-04
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201109,Ginbot 2011,201109,,,,,,225,246,246,,100,,,,,,,,0,,6,,0,18,,0,0,,,,,,,,,1,13.1762401,38.1565785,2011,9,5/9/2019,2019,5,9,May,5/9/2019,5/31/2019,2011-09,2019-05
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201110,Sene 2011,201110,,,,,,124,295,295,,84,,,,,,,,0,,24,,0,35,,0,30,,,,,,,,,0,13.1762401,38.1565785,2011,10,6/8/2019,2019,6,8,June,6/8/2019,6/30/2019,2011-10,2019-06
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201111,Hamle 2011,201111,,,,,,302,389,389,,213,,,,,,,,0,,69,,0,114,,0,32,,,,,,,,,3,13.1762401,38.1565785,2011,11,7/8/2019,2019,7,8,July,7/8/2019,7/31/2019,2011-11,2019-07
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201112,Nehase 2011,201112,,,,,,217,606,606,,349,,,,,,,,0,,85,,0,97,,0,28,,,,,,,,,1,13.1762401,38.1565785,2011,12,8/7/2019,2019,8,7,August,8/7/2019,8/31/2019,2011-12,2019-08
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201201,Meskerem 2012,201201,,,,,,186,210,210,,125,,,,,,,,0,,41,,0,40,,0,11,,,,,,,,,1,13.1762401,38.1565785,2012,1,9/12/2019,2019,9,12,September,9/12/2019,9/30/2019,2012-01,2019-09
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201202,Tikemet 2012,201202,,,,,,18,26,26,,486,,,,,,,,0,,107,,0,113,,0,0,,,,,,,,,3,13.1762401,38.1565785,2012,2,10/12/2019,2019,10,12,October,10/12/2019,10/31/2019,2012-02,2019-10
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201203,Hidar 2012,201203,,,,,,0,0,0,,619,,,,,,,,0,,45,,0,49,,0,6,,,,,,,,,3,13.1762401,38.1565785,2012,3,11/11/2019,2019,11,11,November,11/11/2019,11/30/2019,2012-03,2019-11
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201204,Tahesas 2012,201204,,,,,,0,0,0,,443,,,,,,,,0,,21,,0,200,,0,23,,,,,,,,,3,13.1762401,38.1565785,2012,4,12/11/2019,2019,12,11,December,12/11/2019,12/31/2019,2012-04,2019-12
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201205,Tir 2012,201205,,,,,,161,256,256,,292,,,,,,,,0,,38,,0,38,,5,0,,,,,,,,,0,13.1762401,38.1565785,2012,5,1/10/2020,2020,1,10,January,1/10/2020,1/31/2020,2012-05,2020-01
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201206,Yekatit 2012,201206,,,,,,275,337,337,,613,,,,,,,,0,,97,,0,86,,0,10,,,,,,,,,1,13.1762401,38.1565785,2012,6,2/9/2020,2020,2,9,February,2/9/2020,2/29/2020,2012-06,2020-02
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201207,Megabit 2012,201207,,,,,,161,347,347,,595,,,,,,,,0,,57,,0,188,,0,14,,,,,,,,,5,13.1762401,38.1565785,2012,7,3/10/2020,2020,3,10,March,3/10/2020,3/31/2020,2012-07,2020-03
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201208,Miazia 2012,201208,,,,,,0,0,0,,73,,,,,,,,0,,24,,0,46,,0,5,,,,,,,,,1,13.1762401,38.1565785,2012,8,4/9/2020,2020,4,9,April,4/9/2020,4/30/2020,2012-08,2020-04
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201209,Ginbot 2012,201209,,,,,,108,0,0,,115,,,,,,,,0,,47,,0,37,,0,7,,,,,,,,,2,13.1762401,38.1565785,2012,9,5/9/2020,2020,5,9,May,5/9/2020,5/31/2020,2012-09,2020-05
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201210,Sene 2012,201210,,,,,,563,0,0,,208,,,,,,,,0,,6,,0,70,,0,15,,,,,,,,,1,13.1762401,38.1565785,2012,10,6/8/2020,2020,6,8,June,6/8/2020,6/30/2020,2012-10,2020-06
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201211,Hamle 2012,201211,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,13.1762401,38.1565785,2012,11,7/8/2020,2020,7,8,July,7/8/2020,7/31/2020,2012-11,2020-07
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201212,Nehase 2012,201212,,,,,,649,280,280,,209,,,,,,,,0,,16,,0,86,,0,23,,,,,,,,,0,13.1762401,38.1565785,2012,12,8/7/2020,2020,8,7,August,8/7/2020,8/31/2020,2012-12,2020-08
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Enchet kabe_PHCU,Barna Health Post,U7Nh3zDCGjw,Barna Health Post,1072291,201301,Meskerem 2013,201301,,,,,,126,193,193,,262,,,,,,,,0,,67,,0,191,,17,8,,,,,,,,,0,13.1762401,38.1565785,2013,1,9/11/2020,2020,9,11,September,9/11/2020,9/30/2020,2013-01,2020-09
